"duplicatedProperties","specificity","specificityIdAvg","selectorsByAttribute","specificityIdTotal","colors","complexSelectorsByAttribute","universalSelectors","specificityTagTotal","expressions","specificityClassTotal","oldPropertyPrefixes","specificity_category","selectorsByTag","mediaQueries","rules","multiClassesSelectors","selectorsByClass","specificityTagAvg","specificityClassAvg","selectorsByPseudo","qualifiedSelectors","declarations","selectors","length","importants","oldIEFixes","complexSelectors","selectorsById","Defected"
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,1,1,42,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,8,1,132,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,63,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,1,1,51,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,62,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,8,1,116,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,4,0,"medium",0,0,1,0,4,0,2,0,0,3,2,114,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,6,0,"medium",0,0,1,2,4,0,3,0,0,2,2,121,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,4,0,"medium",0,0,1,0,4,0,2,0,0,3,2,114,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,6,0,"medium",0,0,1,2,4,0,3,0,0,2,2,121,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,118,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,81,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,118,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,80,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,86,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,79,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,88,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,82,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,92,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,84,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,79,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,97,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,3,1,128,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,82,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,20,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,88,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,76,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,69,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,95,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,85,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,67,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,89,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,83,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,58,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,4,1,103,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,74,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,54,0,0,0,0,True
0,30,0,0,0,1,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,69,0,0,0,0,True
0,30,0,0,0,1,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,63,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,2,0,"medium",1,0,1,0,2,0.5,1,0,0,1,2,47,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,58,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,82,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,83,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,67,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,72,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,4,1,147,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,103,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,70,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,4,1,154,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,117,0,0,0,0,True
0,30,0,0,0,1,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,67,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,1,1,61,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,1,1,34,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,5,0,"medium",0,0,1,1,3,0,2.5,0,0,1,2,86,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,47,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,3,1,104,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,6,0,"medium",0,0,1,2,3,0,3,0,0,3,2,169,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,92,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,3,1,105,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,78,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,2,1,76,0,0,0,0,True
0,30,0,0,0,1,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,89,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,6,0,"medium",0,0,1,2,3,0,3,0,0,3,2,183,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,82,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,3,1,92,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,68,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,80,0,0,0,0,True
0,20,0,1,0,0,0,1,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,75,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,4,1,119,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,76,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,2,1,84,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,70,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,6,0,"medium",0,0,1,2,3,0,3,0,0,3,2,201,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,1,1,53,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,74,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,3,1,110,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,86,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,96,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,76,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,94,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,105,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,85,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,88,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,102,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,82,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,86,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,104,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,85,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,89,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,107,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,88,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,91,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,104,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,85,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,89,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,105,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,86,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,89,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,105,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,85,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,88,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,104,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,84,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,88,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,99,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,81,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,83,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,99,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,81,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,83,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,64,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,90,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,48,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,65,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,92,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,49,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,64,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,90,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,48,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,65,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,92,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,49,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,3,1,88,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,90,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,48,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,63,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,2,1,88,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,1,2,0,3,0,0,1,1,47,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,2,0,"medium",1,0,1,0,2,0.5,1,0,0,2,2,68,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,1,1,42,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,36,0,0,0,0,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,116,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,77,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,83,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,74,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,1,1,120,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,120,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,95,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,1,1,54,0,0,0,0,False
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,88,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,1,1,102,0,0,0,0,True
0,20,0,1,0,0,0,1,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,78,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,95,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,77,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,1,1,85,0,0,0,0,False
0,20,0,1,0,0,0,1,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,3,1,112,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,134,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,78,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,101,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,75,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,1,1,102,0,0,0,0,True
0,20,0,1,0,0,0,1,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,77,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,6,1,128,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,4,1,89,0,0,0,0,False
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,4,1,92,0,0,0,0,False
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,65,0,0,0,0,False
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,1,1,104,0,0,0,0,True
0,20,0,1,0,0,0,1,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,79,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,5,1,113,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,78,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,1,1,86,0,0,0,0,False
0,20,0,1,0,0,0,1,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,3,1,112,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,138,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,121,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,89,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,67,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,2,1,153,0,0,0,0,True
0,40,0,1,0,0,0,1,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,5,1,150,0,0,0,0,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,107,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,96,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,106,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,80,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,78,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,115,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,97,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,110,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,99,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,101,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,78,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,102,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,103,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,109,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,83,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,107,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,104,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,93,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,1,1,99,0,0,0,0,True
0,20,0,1,0,0,0,1,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,75,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,103,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,96,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,1,1,103,0,0,0,0,True
0,20,0,1,0,0,0,1,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,78,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,5,1,155,0,0,0,0,True
0,20,0,1,0,0,0,1,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,105,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,90,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,68,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,2,1,136,0,0,0,0,True
0,40,0,1,0,0,0,1,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,5,1,151,0,0,0,0,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,6,1,154,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,79,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,7,1,197,0,0,0,0,True
0,21,0,0,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,1,0,1,1,76,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,5,1,100,0,0,0,0,False
0,12,0,0,0,0,0,0,2,0,1,0,"medium",2,0,1,0,1,2,1,0,0,7,1,160,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,6,1,153,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,82,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,7,1,202,0,0,0,0,True
0,21,0,0,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,1,0,1,1,80,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,5,1,106,0,0,0,0,False
0,12,0,0,0,0,0,0,2,0,1,0,"medium",2,0,1,0,1,2,1,0,0,7,1,165,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,84,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,3,1,142,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,127,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,2,1,88,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,100,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,103,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,75,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,119,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,101,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,106,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,2,1,101,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,105,0,0,0,0,True
